,URL,label
443571,https://www.google.com,0
443572,https://www.facebook.com,0
443573,https://www.youtube.com,0
443574,https://www.wp.pl,0
443575,https://www.google.pl,0
443576,https://www.onet.pl,0
443577,https://www.allegro.pl,0
443578,https://www.interia.pl,0
443579,https://www.wikipedia.org,0
443580,https://www.olx.pl,0
443581,https://www.gazeta.pl,0
443582,https://www.o2.pl,0
443583,https://www.instagram.com,0
443584,https://www.pornhub.com,0
443585,https://www.ceneo.pl,0
443586,https://www.tvn24.pl,0
443587,https://www.pudelek.pl,0
443588,https://www.cda.pl,0
443589,https://www.netflix.com,0
443590,https://www.librus.pl,0
443591,https://www.wyborcza.pl,0
443592,https://www.money.pl,0
443593,https://www.otomoto.pl,0
443594,https://www.twitter.com,0
443595,https://www.filmweb.pl,0
443596,https://www.wykop.pl,0
443597,https://www.fakt.pl,0
443598,https://www.sport.onet.pl,0
443599,https://www.businessinsider.com.pl,0
443600,https://www.sport.pl,0
443601,https://www.ipko.pl,0
443602,https://www.medonet.pl,0
443603,https://www.xvideos.com,0
443604,https://www.se.pl,0
443605,https://www.vulcan.net.pl,0
443606,https://www.xnxx.com,0
443607,https://www.radiozet.pl,0
443608,https://www.naszemiasto.pl,0
443609,https://www.google.com.br,0
443610,https://www.xhamster.com,0
443611,https://www.jbzd.com.pl,0
443612,https://www.plotek.pl,0
443613,https://www.tvp.pl,0
443614,https://www.pomponik.pl,0
443615,https://www.mbank.pl,0
443616,https://www.abczdrowie.pl,0
443617,https://www.plejada.pl,0
443618,https://www.flashscore.pl,0
443619,https://www.sport.interia.pl,0
443620,https://www.aliexpress.com,0
443621,https://www.demotywatory.pl,0
443622,https://www.onnetwork.tv,0
443623,https://www.pikio.pl,0
443624,https://www.ingbank.pl,0
443625,https://www.mediaexpert.pl,0
443626,https://www.joemonster.org,0
443627,https://www.poradnikzdrowie.pl,0
443628,https://www.otodom.pl,0
443629,https://www.messenger.com,0
443630,https://www.play.pl,0
443631,https://www.lotto.pl,0
443632,https://www.gemius.pl,0
443633,https://www.linkedin.com,0
443634,https://www.pepper.pl,0
443635,https://www.ing.pl,0
443636,https://www.booking.com,0
443637,https://www.centrum24.pl,0
443638,https://www.mp.pl,0
443639,https://www.dobreprogramy.pl,0
443640,https://www.pracuj.pl,0
443641,https://www.bankier.pl,0
443642,https://www.euro.com.pl,0
443643,https://www.pinterest.com,0
443644,https://www.twitch.tv,0
443645,https://www.redtube.com,0
443646,https://www.meczyki.pl,0
443647,https://www.zalando.pl,0
443648,https://www.plus.pl,0
443649,https://www.wprost.pl,0
443650,https://www.datezone.com,0
443651,https://www.poczta-polska.pl,0
443652,https://www.komputerswiat.pl,0
443653,https://www.finanse.wp.pl,0
443654,https://www.roksa.pl,0
443655,https://www.vod.pl,0
443656,https://www.telemagazyn.pl,0
443657,https://www.sprzedajemy.pl,0
443658,https://www.pekao24.pl,0
443659,https://www.t-mobile.pl,0
443660,https://www.gemius.com,0
443661,https://www.bongacams.com,0
443662,https://www.kwejk.pl,0
443663,https://www.yahoo.com,0
443664,https://www.elektroda.pl,0
443665,https://www.brainly.pl,0
443666,https://www.zalukaj.com,0
443667,https://www.orange.pl,0
443668,https://www.auto-swiat.pl,0
443669,https://www.meteo.pl,0
443670,https://www.doz.pl,0
443671,https://www.example.com,0
443672,https://www.sample.net,0
443673,https://www.testsite.org,0
443674,https://www.mywebsite.info,0
443675,https://www.ourdomain.co,0
443676,https://www.platform.biz,0
443677,https://www.service.cloud,0
443678,https://www.portal.space,0
443679,https://www.network.site,0
443680,https://www.database.tech,0
443681,https://www.webstore.store,0
443682,https://www.forum.online,0
443683,https://www.blog.news,0
443684,https://www.book.club,0
443685,https://www.shop.sale,0
443686,https://www.game.zone,0
443687,https://www.media.stream,0
443688,https://www.news.press,0
443689,https://www.research.science,0
443690,https://www.education.university,0
443691,https://www.siteone.global,0
443692,https://www.sitetwo.network,0
443693,https://www.sitethree.co.uk,0
443694,https://www.sitefour.web,0
443695,https://www.sitefive.org,0
443696,https://www.sitesix.tech,0
443697,https://www.siteseven.biz,0
443698,https://www.siteeight.app,0
443699,https://www.sitenine.club,0
443700,https://www.siteten.store,0
443701,https://www.siteeleven.shop,0
443702,https://www.sitetwelve.pro,0
443703,https://www.sitethirteen.cloud,0
443704,https://www.sitefourteen.info,0
443705,https://www.sitefifteen.net,0
443706,https://www.sitesixteen.co,0
443707,https://www.siteseventeen.company,0
443708,https://www.siteeighteen.services,0
443709,https://www.sitenineteen.solutions,0
443710,https://www.sitetwenty.life,0
443711,https://www.twentyone.space,0
443712,https://www.twentytwo.website,0
443713,https://www.twentythree.online,0
443714,https://www.twentyfour.live,0
443715,https://www.twentyfive.guru,0
443716,https://www.twentysix.link,0
443717,https://www.twentyseven.click,0
